Id,Channel,Subscribers,Title,CC,URL,Released,Views,Category
48sCx-wBs34,Veritasium,11.4M subscribers,The Infinite Pattern That Never Repeats,1,https://www.youtube.com/watch?v=48sCx-wBs34,,14M views,Science
xdJwG_9kF8s,Veritasium,11.4M subscribers,Fire in ZERO-G!!,1,https://www.youtube.com/watch?v=xdJwG_9kF8s,4 years ago,13M views,Science
pTn6Ewhb27k,Veritasium,11.4M subscribers,Why No One Has Measured The Speed Of Light,1,https://www.youtube.com/watch?v=pTn6Ewhb27k,,13M views,Science
vKA4w2O61Xo,Veritasium,11.4M subscribers,The Most Common Cognitive Bias,1,https://www.youtube.com/watch?v=vKA4w2O61Xo,7 years ago,13M views,Science
OxGsU8oIWjY,Veritasium,11.4M subscribers,How An Infinite Hotel Ran Out Of Room,1,https://www.youtube.com/watch?v=OxGsU8oIWjY,8 months ago,13M views,Science
ovJcsL7vyrk,Veritasium,11.4M subscribers,This equation will change how you see the world (the logistic map),1,https://www.youtube.com/watch?v=ovJcsL7vyrk,2 years ago,12M views,Science
bHIhgxav9LY,Veritasium,11.4M subscribers,The Big Misconception About Electricity,1,https://www.youtube.com/watch?v=bHIhgxav9LY,2 months ago,12M views,Science
9cNmUNHSBac,Veritasium,11.4M subscribers,Most People Don't Know How Bikes Work,1,https://www.youtube.com/watch?v=9cNmUNHSBac,2 months ago,11M views,Science
AaZ_RSt0KP8,Veritasium,11.4M subscribers,The Universe is Hostile to Computers,1,https://www.youtube.com/watch?v=AaZ_RSt0KP8,5 months ago,11M views,Science
97t7Xj_iBv0,Veritasium,11.4M subscribers,Why Machines That Bend Are Better,1,https://www.youtube.com/watch?v=97t7Xj_iBv0,2 years ago,10M views,Science
Q6vVuj3iggE,Mark Rober,21.1M subscribers,SKIN A WATERMELON party trick,1,https://www.youtube.com/watch?v=Q6vVuj3iggE,6 years ago,119M views,Science
DPZzrlFCD_I,Mark Rober,21.1M subscribers,World's Largest Jello Pool- Can you swim in Jello?,1,https://www.youtube.com/watch?v=DPZzrlFCD_I,2 years ago,108M views,Science
ugRc5jx80yg,Mark Rober,21.1M subscribers,Testing if Sharks Can Smell a Drop of Blood,1,https://www.youtube.com/watch?v=ugRc5jx80yg,2 years ago,96M views,Science
My4RA5I0FKs,Mark Rober,21.1M subscribers,Liquid Sand Hot Tub- Fluidized air bed,1,https://www.youtube.com/watch?v=My4RA5I0FKs,4 years ago,96M views,Science
hFZFjoX2cGg,Mark Rober,21.1M subscribers,Backyard Squirrel Maze 1.0- Ninja Warrior Course,0,https://www.youtube.com/watch?v=hFZFjoX2cGg,,89M views,Science
xoxhDk-hwuo,Mark Rober,21.1M subscribers,Glitter Bomb 1.0 vs Porch Pirates,1,https://www.youtube.com/watch?v=xoxhDk-hwuo,3 years ago,87M views,Science
tk_ZlWJ3qJI,Mark Rober,21.1M subscribers,CARNIVAL SCAM SCIENCE- and how to win,1,https://www.youtube.com/watch?v=tk_ZlWJ3qJI,4 years ago,86M views,Science
W4DnuQOtA8E,Mark Rober,21.1M subscribers,How to Survive a Grenade Blast,1,https://www.youtube.com/watch?v=W4DnuQOtA8E,5 years ago,83M views,Science
Kou7ur5xt_4,Mark Rober,21.1M subscribers,World's Largest Elephant Toothpaste Experiment,0,https://www.youtube.com/watch?v=Kou7ur5xt_4,2 years ago,80M views,Science
BHiWygziyso,Mark Rober,21.1M subscribers,World's Largest Devil's Toothpaste Explosion,0,https://www.youtube.com/watch?v=BHiWygziyso,,70M views,Science
vePc5V4h_kg,Mark Rober,21.1M subscribers,Shark Attack Test- Human Blood vs. Fish Blood,0,https://www.youtube.com/watch?v=vePc5V4h_kg,,63M views,Science
a_TSR_v07m0,Mark Rober,21.1M subscribers,Glitter Bomb 2.0 vs Porch Pirates,0,https://www.youtube.com/watch?v=a_TSR_v07m0,2 years ago,62M views,Science
6qZWMNW7GmE,Mark Rober,21.1M subscribers,Drinking Nasty Swamp Water (to save the world),1,https://www.youtube.com/watch?v=6qZWMNW7GmE,2 years ago,56M views,Science
VrKW58MS12g,Mark Rober,21.1M subscribers,Glitterbomb Trap Catches Phone Scammer (who gets arrested),0,https://www.youtube.com/watch?v=VrKW58MS12g,10 months ago,54M views,Science
DTvS9lvRxZ8,Mark Rober,21.1M subscribers,Backyard Squirrel Maze 2.0- The Walnut Heist,0,https://www.youtube.com/watch?v=DTvS9lvRxZ8,8 months ago,53M views,Science
MFVXsnq230c,Mark Rober,21.1M subscribers,25 MILLION Orbeez in a pool- Do you sink or float?,1,https://www.youtube.com/watch?v=MFVXsnq230c,5 years ago,51M views,Science
LEZCxxKp0hM,Mark Rober,21.1M subscribers,FLYING PHONE SCAM EXPOSED (so I built a REAL one),1,https://www.youtube.com/watch?v=LEZCxxKp0hM,3 years ago,49M views,Science
P_6my53IlxY,Mark Rober,21.1M subscribers,World's Longest Field Goal- Robot vs NFL Kicker,0,https://www.youtube.com/watch?v=P_6my53IlxY,11 months ago,48M views,Science
-k-V3ESHcfA,Mark Rober,21.1M subscribers,Feeding Bill Gates a Fake Burger (to save the world),0,https://www.youtube.com/watch?v=-k-V3ESHcfA,,47M views,Science
h4T_LlK1VE4,Mark Rober,21.1M subscribers,Glitterbomb 3.0 vs. Porch Pirates,0,https://www.youtube.com/watch?v=h4T_LlK1VE4,,46M views,Science
T1KRQ3RcvXA,Mark Rober,21.1M subscribers,World's LARGEST SUPER SOAKER!! (not clickbait),1,https://www.youtube.com/watch?v=T1KRQ3RcvXA,4 years ago,45M views,Science
wM5NHC97JBw,Mark Rober,21.1M subscribers,World's First Automatic Strike Bowling Ball,0,https://www.youtube.com/watch?v=wM5NHC97JBw,2 years ago,44M views,Science
57MKxz4pJKE,Mark Rober,21.1M subscribers,World's LARGEST NERF GUN!!,1,https://www.youtube.com/watch?v=57MKxz4pJKE,5 years ago,41M views,Science
pFEB0chiuJA,Mark Rober,21.1M subscribers,World's Largest Horn Shatters Glass,1,https://www.youtube.com/watch?v=pFEB0chiuJA,3 years ago,39M views,Science
vXBfwgwT1nQ,Mark Rober,21.1M subscribers,ARCADE SCAM SCIENCE (not clickbait),1,https://www.youtube.com/watch?v=vXBfwgwT1nQ,4 years ago,39M views,Science
lv8wqnk_TsA,Mark Rober,21.1M subscribers,NICEST Car Horn Ever- DIY,1,https://www.youtube.com/watch?v=lv8wqnk_TsA,4 years ago,36M views,Science
8Vc-69M-UWk,Mark Rober,21.1M subscribers,iPhone ATM PIN code hack- HOW TO PREVENT,1,https://www.youtube.com/watch?v=8Vc-69M-UWk,7 years ago,36M views,Science
S32y9aYEzzo,Mark Rober,21.1M subscribers,How to measure HOW MUCH PEE IS IN YOUR POOL,1,https://www.youtube.com/watch?v=S32y9aYEzzo,4 years ago,33M views,Science
nsnyl8llfH4,Mark Rober,21.1M subscribers,1st place Egg Drop project ideas- using SCIENCE,1,https://www.youtube.com/watch?v=nsnyl8llfH4,6 years ago,32M views,Science
8HEfIJlcFbs,Mark Rober,21.1M subscribers,World Record Domino Robot (100k dominoes in 24hrs),0,https://www.youtube.com/watch?v=8HEfIJlcFbs,6 months ago,31M views,Science
kxLoycj4pJY,SmarterEveryDay,10.2M subscribers,TATTOOING Close Up (in Slow Motion) - Smarter Every Day 122,1,https://www.youtube.com/watch?v=kxLoycj4pJY,7 years ago,84M views,Science
QJ9lNRAjTQM,SmarterEveryDay,10.2M subscribers,How Houdini DIED (in Slow Motion) - Smarter Every Day 108,1,https://www.youtube.com/watch?v=QJ9lNRAjTQM,8 years ago,32M views,Science
cp5gdUHFGIQ,SmarterEveryDay,10.2M subscribers,"AK-47 Underwater at 27,450 frames per second (Part 2) - Smarter Every Day 97",1,https://www.youtube.com/watch?v=cp5gdUHFGIQ,8 years ago,30M views,Science
MFzDaBzBlL0,SmarterEveryDay,10.2M subscribers,The Backwards Brain Bicycle - Smarter Every Day 133,1,https://www.youtube.com/watch?v=MFzDaBzBlL0,6 years ago,28M views,Science
JT0wx27J9xs,SmarterEveryDay,10.2M subscribers,"How Hard Can You Hit a Golf Ball? (at 100,000 FPS) - Smarter Every Day 216",1,https://www.youtube.com/watch?v=JT0wx27J9xs,2 years ago,20M views,Science
-53kaP6dZeI,SmarterEveryDay,10.2M subscribers,STRAPPED INTO A SINKING HELICOPTER (with U.S. Marines) - Smarter Every Day 201,1,https://www.youtube.com/watch?v=-53kaP6dZeI,3 years ago,19M views,Science
Q_F9CxSmGOM,SmarterEveryDay,10.2M subscribers,"World's Longest Home Run (The ""Mad Batter"" Machine) - Smarter Every Day 230",1,https://www.youtube.com/watch?v=Q_F9CxSmGOM,2 years ago,19M views,Science
7pOXunRYJIw,SmarterEveryDay,10.2M subscribers,"See Through Suppressor in Super Slow Motion (110,000 fps) - Smarter Every Day 177",1,https://www.youtube.com/watch?v=7pOXunRYJIw,4 years ago,17M views,Science
p1PgNbgWSyY,SmarterEveryDay,10.2M subscribers,GOING SUPERSONIC with U.S. Air Force Thunderbirds! Pulling 7 G's in an F-16 -Smarter Every Day 235,1,https://www.youtube.com/watch?v=p1PgNbgWSyY,,16M views,Science
D0B7F5UbTOQ,SmarterEveryDay,10.2M subscribers,How Laser Tattoo Removal Works - Smarter Every Day 123,1,https://www.youtube.com/watch?v=D0B7F5UbTOQ,7 years ago,15M views,Science
O7zewtuUM_0,SmarterEveryDay,10.2M subscribers,The Archer's Paradox in SLOW MOTION - Smarter Every Day 136,1,https://www.youtube.com/watch?v=O7zewtuUM_0,6 years ago,15M views,Science
wplX6t4S7p4,SmarterEveryDay,10.2M subscribers,Improvising in Africa. Warning - GROSS - Smarter Every Day 28,1,https://www.youtube.com/watch?v=wplX6t4S7p4,10 years ago,14M views,Science
4I-p8vjQ95s,SmarterEveryDay,10.2M subscribers,"Trying to Catch a 1,000 MPH Baseball - Smarter Every Day 247",1,https://www.youtube.com/watch?v=4I-p8vjQ95s,,14M views,Science
xe-f4gokRBs,SmarterEveryDay,10.2M subscribers,"Mystery of Prince Rupert's Drop at 130,000 fps - Smarter Every Day 86",1,https://www.youtube.com/watch?v=xe-f4gokRBs,8 years ago,13M views,Science
EVbdbVhzcM4,SmarterEveryDay,10.2M subscribers,Two Vortex Rings Colliding in SLOW MOTION - Smarter Every Day 195,1,https://www.youtube.com/watch?v=EVbdbVhzcM4,3 years ago,13M views,Science
I8yJkIuvPvM,SmarterEveryDay,10.2M subscribers,Milking the WORLD'S MOST VENOMOUS FISH! - Smarter Every Day 117,1,https://www.youtube.com/watch?v=I8yJkIuvPvM,7 years ago,12M views,Science
M2w3NZzPwOM,SmarterEveryDay,10.2M subscribers,Why Snatch Blocks are AWESOME (How Pulleys Work) - Smarter Every Day 228,1,https://www.youtube.com/watch?v=M2w3NZzPwOM,2 years ago,12M views,Science
cqidD7kVnxY,SmarterEveryDay,10.2M subscribers,World's Fastest Pitch - Supersonic Baseball Cannon - Smarter Every Day 242,1,https://www.youtube.com/watch?v=cqidD7kVnxY,,12M views,Science
xflY5uS-nnw,SmarterEveryDay,10.2M subscribers,How Engines Work - (See Through Engine in Slow Motion) - Smarter Every Day 166,1,https://www.youtube.com/watch?v=xflY5uS-nnw,5 years ago,11M views,Science
kUfF2MTnqAw,SmarterEveryDay,10.2M subscribers,Why You Should Put YOUR MASK On First (My Brain Without Oxygen) - Smarter Every Day 157,1,https://www.youtube.com/watch?v=kUfF2MTnqAw,5 years ago,11M views,Science
0i5rycLJ3D8,SmarterEveryDay,10.2M subscribers,How to Escape from a Car Window (SLOW MOTION) - Smarter Every Day 144,1,https://www.youtube.com/watch?v=0i5rycLJ3D8,6 years ago,10M views,Science
RtWbpyjJqrU,SmarterEveryDay,10.2M subscribers,Slow Motion Flipping Cat Physics | Smarter Every Day 58,1,https://www.youtube.com/watch?v=RtWbpyjJqrU,9 years ago,10M views,Science
_FlV6pgwlrk,SmarterEveryDay,10.2M subscribers,"""YOU WON'T BELIEVE YOUR EYES!"" - Smarter Every Day 142",1,https://www.youtube.com/watch?v=_FlV6pgwlrk,6 years ago,10M views,Science
7WJCnC5ebf4,SmarterEveryDay,10.2M subscribers,Jellyfish Stinging in MICROSCOPIC SLOW MOTION - Smarter Every Day 120,1,https://www.youtube.com/watch?v=7WJCnC5ebf4,7 years ago,10M views,Science
o0fG_lnVhHw,SmarterEveryDay,10.2M subscribers,HOW ROCKETS ARE MADE (Rocket Factory Tour - United Launch Alliance) - Smarter Every Day 231,1,https://www.youtube.com/watch?v=o0fG_lnVhHw,,10M views,Science
RXXMJAU6vY8,SmarterEveryDay,10.2M subscribers,Boarding a US NAVY NUCLEAR SUBMARINE in the Arctic - Smarter Every Day 240,1,https://www.youtube.com/watch?v=RXXMJAU6vY8,,9.1M views,Science
K9_b9X2EA3E,SmarterEveryDay,10.2M subscribers,Inside a Kangaroo Pouch - Smarter Every Day 139,1,https://www.youtube.com/watch?v=K9_b9X2EA3E,6 years ago,8.9M views,Science
fvu5FxKuqdQ,SmarterEveryDay,10.2M subscribers,The Infinadeck Omnidirectional Treadmill - Smarter Every Day 192 (VR Series),1,https://www.youtube.com/watch?v=fvu5FxKuqdQ,3 years ago,8.8M views,Science
_fTC_Ud_k3U,SmarterEveryDay,10.2M subscribers,"Handheld TESLA COIL GUN at 28,000fps - Smarter Every Day 162",1,https://www.youtube.com/watch?v=_fTC_Ud_k3U,5 years ago,8.2M views,Science
QxZ_iPldGtI,SmarterEveryDay,10.2M subscribers,Where does NASA keep the Moon Rocks? - Smarter Every Day 220,1,https://www.youtube.com/watch?v=QxZ_iPldGtI,2 years ago,8.1M views,Science
AwwIFcdUFrE,PBS Space Time,2.53M subscribers,What Happens At The Edge Of The Universe? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=AwwIFcdUFrE,6 years ago,8.2M views,Science
EzZGPCyrpSU,PBS Space Time,2.53M subscribers,5 REAL Possibilities for Interstellar Travel,1,https://www.youtube.com/watch?v=EzZGPCyrpSU,6 years ago,6.6M views,Science
p-MNSLsjjdo,PBS Space Time,2.53M subscribers,The Quantum Experiment that Broke Reality | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=p-MNSLsjjdo,5 years ago,5.8M views,Science
msVuCEs8Ydo,PBS Space Time,2.53M subscribers,The Speed of Light is NOT About Light,1,https://www.youtube.com/watch?v=msVuCEs8Ydo,6 years ago,5.7M views,Science
Xo232kyTsO0,PBS Space Time,2.53M subscribers,The Real Meaning of E=mc²,1,https://www.youtube.com/watch?v=Xo232kyTsO0,6 years ago,5.5M views,Science
gJ5KV3rzuag,PBS Space Time,2.53M subscribers,Should We Colonize Venus Instead of Mars?,1,https://www.youtube.com/watch?v=gJ5KV3rzuag,6 years ago,4.6M views,Science
ztninkgZ0ws,PBS Space Time,2.53M subscribers,Is an Ice Age Coming? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=ztninkgZ0ws,5 years ago,4.4M views,Science
JDmKLXVFJzk,PBS Space Time,2.53M subscribers,What’s Wrong With the Big Bang Theory? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=JDmKLXVFJzk,5 years ago,3.3M views,Science
tJevBNQsKtU,PBS Space Time,2.53M subscribers,The Edge of an Infinite Universe,1,https://www.youtube.com/watch?v=tJevBNQsKtU,2 years ago,3.2M views,Science
YycAzdtUIko,PBS Space Time,2.53M subscribers,Are Space and Time An Illusion?,1,https://www.youtube.com/watch?v=YycAzdtUIko,6 years ago,3M views,Science
cJONS7sqi0o,PBS Space Time,2.53M subscribers,Why Haven't We Found Alien Life?,1,https://www.youtube.com/watch?v=cJONS7sqi0o,6 years ago,3M views,Science
vNaEBbFbvcY,PBS Space Time,2.53M subscribers,Do Events Inside Black Holes Happen?,1,https://www.youtube.com/watch?v=vNaEBbFbvcY,6 years ago,2.9M views,Science
NblR01hHK6U,PBS Space Time,2.53M subscribers,Is Gravity An Illusion?,1,https://www.youtube.com/watch?v=NblR01hHK6U,6 years ago,2.9M views,Science
mht-1c4wc0Q,PBS Space Time,2.53M subscribers,What Happens at the Event Horizon? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=mht-1c4wc0Q,5 years ago,2.9M views,Science
S4aqGI1mSqo,PBS Space Time,2.53M subscribers,White Holes | Space Time,1,https://www.youtube.com/watch?v=S4aqGI1mSqo,4 years ago,2.8M views,Science
rckrnYw5sOA,PBS Space Time,2.53M subscribers,The Impossibility of Perpetual Motion Machines,1,https://www.youtube.com/watch?v=rckrnYw5sOA,2 years ago,2.7M views,Science
klpDHn8viX8,PBS Space Time,2.53M subscribers,The Holographic Universe Explained,1,https://www.youtube.com/watch?v=klpDHn8viX8,2 years ago,2.7M views,Science
jW55cViXu6s,PBS Space Time,2.53M subscribers,Should We Build a Dyson Sphere? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=jW55cViXu6s,5 years ago,2.5M views,Science
Ttwl_zH_DZ8,PBS Space Time,2.53M subscribers,Have They Seen Us? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=Ttwl_zH_DZ8,5 years ago,2.4M views,Science
8ORLN_KwAgs,PBS Space Time,2.53M subscribers,How the Quantum Eraser Rewrites the Past | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=8ORLN_KwAgs,5 years ago,2.4M views,Science
94ed4v_T6YM,PBS Space Time,2.53M subscribers,Is The Alcubierre Warp Drive Possible? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=94ed4v_T6YM,6 years ago,2.4M views,Science
-q7EvLhOK08,PBS Space Time,2.53M subscribers,The Phantom Singularity | Space Time,1,https://www.youtube.com/watch?v=-q7EvLhOK08,5 years ago,2.4M views,Science
kixAljyfdqU,PBS Space Time,2.53M subscribers,The Higgs Mechanism Explained | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=kixAljyfdqU,6 years ago,2.3M views,Science
tafGL02EUOA,PBS Space Time,2.53M subscribers,Quantum Entanglement and the Great Bohr-Einstein Debate | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=tafGL02EUOA,5 years ago,2.3M views,Science
dzKWfw68M5U,PBS Space Time,2.53M subscribers,The Many Worlds of the Quantum Multiverse | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=dzKWfw68M5U,5 years ago,2.2M views,Science
Aj6Kc1mvsdo,PBS Space Time,2.53M subscribers,Why is the Earth Round and the Milky Way Flat? | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=Aj6Kc1mvsdo,5 years ago,2.2M views,Science
K8gV05nS7mc,PBS Space Time,2.53M subscribers,Did Time Start at the Big Bang?,1,https://www.youtube.com/watch?v=K8gV05nS7mc,2 years ago,2.2M views,Science
7UwigY4SjKY,PBS Space Time,2.53M subscribers,Quantum Theory's Most Incredible Prediction | Space Time,1,https://www.youtube.com/watch?v=7UwigY4SjKY,3 years ago,2.1M views,Science
u4RNGRyzt10,PBS Space Time,2.53M subscribers,Strange Stars | Space Time | PBS Digital Studios,1,https://www.youtube.com/watch?v=u4RNGRyzt10,5 years ago,2.1M views,Science
KePNhUJ2reI,PBS Space Time,2.53M subscribers,How Time Becomes Space Inside a Black Hole | Space Time,1,https://www.youtube.com/watch?v=KePNhUJ2reI,4 years ago,2.1M views,Science
IrdYueB9pY4,NileRed,3.93M subscribers,Aluminum and Mercury,1,https://www.youtube.com/watch?v=IrdYueB9pY4,4 years ago,42M views,Science
37Kn-kIsVu8,NileRed,3.93M subscribers,Turning old jewelry into pure gold bars,0,https://www.youtube.com/watch?v=37Kn-kIsVu8,2 years ago,28M views,Science
Y0HfmYBlF8g,NileRed,3.93M subscribers,Making aerogel,0,https://www.youtube.com/watch?v=Y0HfmYBlF8g,,23M views,Science
ZiWlthrtneU,NileRed,3.93M subscribers,"All about Mercury, the Liquid Metal | Element Series",1,https://www.youtube.com/watch?v=ZiWlthrtneU,4 years ago,16M views,Science
RS7gyZJg5nc,NileRed,3.93M subscribers,Making superconductors,0,https://www.youtube.com/watch?v=RS7gyZJg5nc,,13M views,Science
uUU3jW7Y9Ak,NileRed,3.93M subscribers,Making transparent wood,0,https://www.youtube.com/watch?v=uUU3jW7Y9Ak,9 months ago,11M views,Science
